,Varianta,Procent varianta,Procent cumulat
F1,3.7556551017216924,75.11310203443384,75.11310203443384
F2,0.3498403694162284,6.996807388324569,82.1099094227584
F3,0.06808109208183498,1.3616218416366996,83.47153126439511
F4,0.015249407909906946,0.3049881581981389,83.77651942259324
F5,0.0,0.0,83.77651942259324
