Componenta,Varianta,Varianta cumulata,Procent varianta,Procent cumulat
C1,3.7893086237233367,3.7893086237233367,75.78617247446675,75.78617247446675
C2,0.9907433501705926,4.780051973893929,19.81486700341186,95.60103947787862
C3,0.14650702978614427,4.926559003680073,2.9301405957228868,98.5311800736015
C4,0.05561581919129357,4.982174822871367,1.1123163838258718,99.64349645742737
C5,0.01782517712863086,4.999999999999998,0.35650354257261735,99.99999999999999
