,Varianta,Procent varianta,Procent cumulat
F1,3.6486845337364797,72.9736906747296,72.9736906747296
F2,0.4537137755452697,9.074275510905395,82.04796618563499
F3,0.07039305430203871,1.407861086040774,83.45582727167576
F4,0.016034607545872225,0.3206921509174445,83.77651942259321
F5,0.0,0.0,83.77651942259321
